1;M. Trapezius ;<li>Pars descendens</li><li>Pars transversa</li><li>Pars ascendens</li>;Samtliga intervertebralleder C1-Th12. Art. Thoracoscapularis. Art. Acromioclavicularis. Art. Sternoclavicularis;Skallbasen, protuberantia occipitalis externa. Processus spinosus C2-C7 via ligamentum nuchae. Processus spinosus Th1-Th12.;Pars descendens:<br>Laterala 1/3 av claviculae.<br><br>Pars transversa:<br>Acromion. Spina scapulae.<br><br>Pars ascendens:<br>Spina scapulae. Basis spina scapulae.;;Pars descendens:<br>Lateralflexion av halsrygg och huvud. Kontralateral rotation av halsrygg och huvud.;Pars descendens:<br>Elevation av skuldran. Utåtrotation av scapulae.<br><br>Pars transversa:<br>Adduktion av scapulae. Utåtrotation av scapulae. Lätt extension av bröstryggskotor Th1-Th12.<br><br>Pars ascendens:<br>Depression av scapulae. Utåtrotation av scapulae. Lätt adduktion av scapulae.;Pars descendens:<br>Extention av halsrygg och huvud. Ökar lordosen i halsryggen. Kompression av halsryggen.;C2-C4 N. Accessorius (XI) Pl. Cervicalis.;Delen blir ofta statiskt överbelastad med värk och ömhet i området. Förkortad muskel kan ge rörelseinskränkningar i halsrygg och huvud vid rotation och lateralflexion. Värk och ömhet orsakas av korta antagonister, ex. pectoralis major. Triggerpunkter ger ofta upphov till huvudvärk som går från nacken upp över örat till tinningen och fram till ögat. ;images/muscles/trapezius.png
94;M. Flexor digiti minimi brevis;;;Retinaculum flexorum. Hamulus ossis hamati.;Basen på lillfingrets proximala falang.;Opposition i CMC 5. Flexion i MCP 5.;;;;C(7)-Th1 N. Ulnaris Pl. Brachialis;;images/muscles/flexor_digiti_minimi_brevis.png
95;M. Opponens digiti minimi;;;Retinaculum flexorum. Hamulus ossis hamati.;Os metacarpale 5.;Opposition i CMC5.;;;;C(7)-Th1 N. Ulnaris Pl. Brachialis;;images/muscles/opponens_digiti_minimi.png
96;Mm. Lumbricales;;;Radialsidan av M. Flexor digitorum profundus fästessenor.;Dorsalaponeuroserna digiti 2-5.;Flexion i MCP 2-5. Extention i PIP 2-5. Extention i DIP 2-5.;;;;I & II: C(6)7-Th1 N. Medianus Pl. Brachialis. III & IV: C(7)8-Th1 N. Ulnaris Pl. Brachialis.;;images/muscles/lumbricales.png
97;Mm. Interossei palmares;;;Os metacarpale 2, 4 & 5.;Dorsalaponeuroserna 2, 4 & 5.;Flexion i MCP 2, 4 & 5. Adduktion mot digiti 3 i MCP. Extention i PIP. Extention i DIP.;;;;C8-Th1 N. Ulnaris Pl. Brachialis.;Triggerpunkter i muskeln ger smärtor ut i pekfingret.;images/muscles/interossei_palmares.png
98;Mm. Interossei dorsales;;;De två mot varandra vettande ytorna av två metacarpalben.;Dorsalaponeuroserna digiti 2-5.;Flexion i MCP 2-4. Abduktion i MCP 2,4. Ulnar-/radialdeviation i MCP 3. Extention i PIP 2-5. Extention i DIP 2-5;;;;C8-Th1 N. Ulnaris Pl. Brachialis.;Triggerpunkter smärtor i fingrarna. Det finns samband mellan triggerpunkter i interosserna och förhårdnader på fingrarna, kända som Heberdens noder.;images/muscles/interossei_dorsales.png
99;M. Iliopsoas;<li>M. Psoas major</li><li>M. Psoas minor</li><li>M. Iliacus</li>;M. Psoas major:<br>Art. Coxae, Intervertebrallederna Th12-L5.<br><brM. Iliacus:<br>Art. Coxa.;M. Psoas major:<br>Anteriort corpus vertebrae Th12-L4 samt dess discus intervertebralis. Processus costarius L1-L5.<br><br>M. Psoas minor:<br>Discus intervertebralis mellan Th12-L1 samt laterala delarna av angränsande corpus vertebrea på samma kotor.<br><br>M. Iliacus:<br>Fossa iliaca. Crista iliaca (labium internum). Spina iliaca anterior inferior.;M. Psoas major:<br>Trochanter minor.<br><br>M. Psoas minor:<br>Eminentia iliopectinea.<br><br>M. Iliacus:<br>Trochanter minor.;M. Psoas minor:<br>Spänner upp fascia iliaca.;M. Psoas major:<br>Lateralflexion av bålen vid fixerat fäste. Kontralateral rotation av bålen vid fixerat fäste.;M. Psoas major:<br>Flexion i art. Coxa. Utåtrotation i art. Coxa. Adduktion i art. Coxa. Horisontaladduktion i art. Coxa.<br><br>M. Iliacus:<br>Flexion i art. Coxae. Utåtrotation i art. Coxa. Adduktion i art. Coxa.;M. Psoas major:<br>Tipper pelvis framåt. Ökar lordosen i ländryggen. Flexion av ländryggen vid en redan kraftig flexion. Extension av ländryggen vid redan extenderad bål. Kompression av ländryggen.<br><br>M. Iliacus:<br>Tipper pelvis framåt. Ökar lordosen i ländryggen.;M. Psoas major:<br>L1-L4 Rr. Musculares Pl. Lumbalis.<br><br>M. Psoas minor:<br>L1-L2 Rr. Musculares Pl. Lumbalis.<br><br>M. Iliacus:<br>L(1)2-L4 N. Femoralis Pl. Lumbalis.;;
100;M. Gluteus maximus;;Art. Coxa. Art. Genu indirekt via tractus iliotibialis.;Os coccygis. Os sacrum dorsalt. Crista iliaca (labium externum). Lig. Sacrotuberale.;Tuberositas glutea. Tractus iliotibialis.;;;Extension i art. Coxa. Utåtrotation i art.coxa. Abduktion i art. Coxa av övre delen av muskeln. Adduktion i art. Coxa av nedre delen av muskeln. Extension i art. Genu via tractus iliotibialis. Utåtrotation i art. Genu via tractus iliotibialis vid flekterad knäled.;Tippar pelvis bakåt. Minskar lordosen i ländryggen.;L5-S2 N. Gluteus inferior Pl. Sacralis;;
101;M. Gluteus medius;;Art. Coxa. ;Facies glutea. Crista iliaca.;Trochanter major.;Abduktion i art. Coxa. Förhindrar att pelvis tippar i sidled.;;Främre delen: Flexion i art. Coxa. Utåtrotation i art. Coxa. Horisontalabduktion i art. Coxa. Bakre delen: Extension i art. Coxa. Utåtrotation i art. Coxa. Horisontalabduktion i art. Coxa;Främre del: Tippar pelvis framåt. Ökar lordosen i ländryggen. Bakre del: Tippar pelvis bakåt. Minskar lordosen i ländryggen.;L4-S1. N. Gluteus superior Pl. Sacralis.;Triggerpunkter kan ge ischiasliknande besvär med smärtor ned på baksidan av benet.;
102;M. Gluteus minimus;;Art. Coxa.;Facies glutea nedan crista iliaca.;Trochanter major.;Abduktion i art. Coxa. Förhindrar att pelvis tippar i sidled.;;Främre delen: Flexion i art. Coxa. Inåtrotation i art. Coxa. Bakre delen: Extention i art. Coxa. Utåtrotation i art. Coxa. Horisontalabduktion i art. Coxa.;Främre delen: Tippar pelvis framåt. Ökar lordosen i ländryggen. Bakre delen: Tippar pelvis bakåt. Minskar lordosen i ländryggen.;L4-S1 N. Gluteus superior Pl. Sacralis.;Triggerpunkter ger ischiasliknande besvär med strålningar på baksidan av benet.;
103;M. Piriformis;;Art. Coxa;Anteriora laterala ytan av sacrum (facies pelvina ossis sacri).;Trochanter major kraniellt.;;;Abduktion i art. Coxa. Extension i art. Coxa. Utåtrotation i art. Coxa vid mindre än 60 graders flexion i leden. Inåtrotation i art. Coxa vid mer än 60 graders flexion i leden.;Tippar pelvis bakåt. Minskar lordosen i ländryggen.;(L5)S1-S2 N. Piriformis Pl. Sacralis.;"upphov till ""falsk ishias"". Kan bero på triggerpunkter i muskeln eller att ishiasnerven blivit klämd av muskeln.";
104;M. Gemullus superior;;;Spina ischiadica;Trochanter major medialt.;Extension i art. Coxa. Utåtrotation i art. Coxa.;;;;L5-S2 Rr. Musculares Pl. Sacralis;;
105;M. Gemullus inferior;;;Superiort om tuber ischiadcum;Trochanter major medialt.;Extension i art. Coxa. Utåtrotation i art. Coxa.;;;;L4-S1(2) Rr. Musculares Pl. Sacralis;;
106;M. Obturatorius externus;;;Laterala sidan av membrana obturatoria.;Fossa trochanterica.;Utåtrotation i art. Coxa. Adduktion i art. Coxa.;;;;L3-L4 N. Obturatorius Pl. Lumbalis;;
107;M. Obturatorius internus;;;Mediala sidan av membrana obturatoria;Trochanter major medialt.;Extension i art. Coxa. Utåtrotation i art. Coxa.;;;;L5-S2 Rr. Musculares Pl. Sacralis.;;
108;M. Tensor fascia lata;;Art. Coxa. Art. Genu.;Spina iliaca anterior superior lateralt.;Via tractus iliotibialis på condylus lateralis tibiae.;;;Flexion i art. Coxa. Abduktion i art. Coxa. Horisontalabduktion i art. Coxa. Inåtrotation i art. Coxa. Spänner upp tractus iliotibialis. Extension i art. Genu via tractus iliotibialis. Stabiliserar art. Genu lateralt. Förhindrar att pelvis tippar lateralt. Utåtrotation i art. genu.;Tippar pelvis framåt. Ökar lordosen i ländryggen.;L4-S1 N. Gluteus superior Pl. Sacralis.;Upphov till snapping hip eller löparknä. Triggerpunkter ger smärta över sätet och lårets och vadens bak- och utsida.;
109;M. Quadratus femoris;;;Laterala randen av tuber ischiadicum;Crista intertrochanterica;Adduktion i art. Coxa. Utåtrotation i art. Coxa;;;;L4-S1(2) Rr. Musculares Pl. Sacralis;;
110;M. Quadriceps femoris;<li>M. Vastus lateralis</li><li>M. Vastus medialis</li><li>M. Vastus intermedius</li><li>M. Rectus femoris</li>;M. Vastus lateralis:<br>art. Genu. Art. Patellofemoralis.<br><br>M. Vastus medialis:<br>art. Genu. Art. Patellofemoralis.<br><br>M. Vastus intermedius:<br>art. Genu. Art. Patellofemoralis.<br><br>M. Rectus Femoris:<br>Art. Coxa. Art. Genu. Art. Patellofemoralis;M. Vastus lateralis:<br>Linea aspera (labium laterale). Trochanter major. Tuberositas glutea.<br><br>M. Vastus medialis:<br>Linea aspera (labrum mediale).<br><br>M. Vastus intermedius:<br>Anteriort på femurs proximala 2/3.<br><br>M. Rectus femoris:<br>Spina iliaca anterior inferior. Acetabelums superiora rand. Capsula articularis.;Tuberositas tibiae via patella.;M. Vastus lateralis:<br>Extension i art. Genu. Utåtrotation i art. Genu vid flekterad led. Drar patella lateralt. Stabiliserar art. Genu lateralt.<br><br>M. Vastus medialis:<br>Extention i art. Genu. Drar patella medialt.<br><br>M. Vastus intermedius:<br>Extention i art. Genu. Stabiliserar patella. Drar patella superiort.<br><br>M. Rectus femoris:<br>Extension i art. Genu. Flexion art. Coxa. Drar patella superiort.;;;M. Rectus femoris:<br>Tippar pelvis framåt. Ökar lordosen i ländryggen.;L2-L4 N. Femoralis Pl. Lumbalis.;M. Vastus lateralis:<br>Extension i art. Genu. Utåtrotation i art. Genu vid flekterad led. Drar patella lateralt. Stabiliserar art. Genu lateralt.<br><br>M. Vastus medialis:<br>Extention i art. Genu. Drar patella medialt.<br><br>M. Vastus intermedius:<br>Extention i art. Genu. Stabiliserar patella. Drar patella superiort.<br><br>M. Rectus femoris:<br>Extension i art. Genu. Flexion art. Coxa. Drar patella superiort.;
111;M. Sartorius;;art. Coxa. Art. Genu;Spina iliaca anterior superior.;Facies medialis tibiae i höjd med tuberositas tibiae.;;;Flexion i art. Coxa. Utåtrotation i art. Coxa. Abduktion i art. Coxa. Flexion i art. Genu. Inåtrotation i art. Genu vid flekterad led.;Tippar pelvis framåt. Ökar lordosen i ländryggen.;L2-L3(4) N. Femoralis Pl. Lumbalis.;Triggerpunkter ger bl.a. smärta över ljumsken och lårets insida.;
112;Mm. Ishiocrurales/Hamstrings;<li>M. Semitendinosus</li><li>M. Semimembranosus</li><li>M. Biceps femoris caput longum</li><li>M. Biceps femoris caput brevis</li>;M. Semitendinosus:<br>Art. Coxa. Art. Genu.<br><br>M. Semimembranosus:<br>Art. Coxa. Art. Genu.<br><br>M. Biceps femoris caput longum:<br>Art. Coxa. Art. Genu.<br><br>M. Biceps femoris caput brevis:<br>Art. Coxa.;M. Semitendinosus:<br>Tuber ischiadicum.<br><br>M. Semimembranosus:<br>Tuber ischiadicum.<br><br>M. Biceps femoris caput longum:<br>Tuber ischiadicum. Lig. Sacrotuberale.<br><br>M. Biceps femoris caput brevis:<br>Linea aspera (labium laterale).;M. Semitendinosus:<br>Facies medialis tibiae i höjd med tuberositas tibiae.<br><br>M. Semimembranosus:<br>Condylus medialis tibiae medialt. Condylus medialis tibiae posteriort. Posteriort capsula articularis genu.<br><br>M. Biceps femoris caput longum:<br>Caput fibulae.<br><br>M. Biceps femoris caput brevis:<br>Caput fibulae.;M. Biceps femoris caput brevis:<br>Flexion i art. Genu. Utåtrotation i art. Genu vid flekterad led.;;M. Semitendinosus:<br>Flexion i art. Genu. Extension i art. Coxa. Inåtrotation i art. Genu vid flekterad led. Inåtrotation i art. Coxa. Adduktion i art. Coxa (svag funktion).<br><br>M. Semimembranosus:<br>Flexion i art. Genu. Extension i art. Coxa. Inåtrotation i art. Genu vid flekterad led. Sträcker ledkapseln i art. Genu. Adduktion i art. Coxa.<br><br>M. Biceps femoris caput longum:<br>Flexion i art. Genu. Extension i art. Coxa. Utåtrotation i art. Coxa. Utåtrotation i art. Genu vid flekterad led. Abducerar i art. Coxa (svag funktion).;Samtliga förutom M. Biceps femoris caput brevis:<br>Tippar pelvis bakåt. Minskar lordosen i ländryggen.;M. Semitendinosus:<br>L4-S2 N. Tibialis Pl. Sacralis.<br><br>M. Semimembranosus:<br>L4-S2 N. Tibialis Pl. Sacralis.<br><br>M. Biceps femoris caput longum:<br>L5-S3 N. Tibialis Pl. Sacralis.<br><br>M. Biceps femoris caput brevis:<br>L5-S2 N. Fibularis communis Pl. Sacralis.;M. Semitendinosus:<br>Har en kort muskelbuk och en lång insertionssena som löper samman i en formation kallad pes anserinus (gåsfoten) tillsammans med M. Gracilis och M. Sartorius. Gåsfoten bildas av dessa tre musklernas fästessenor på tibias mediala och proximala del. Triggerpunkter i muskeln ger smärta strax nedan sittbensknölen och lårets och vadens baksida.<br><br>M. Semimembranosus:<br>Triggerpunkter ger smärta strax nedan sittbensknölen samt lårets och vadens baksida.<br><br>M. Biceps femoris caput longum:<br>Vid kraftig ansträngning, ex. accelerande löpning, brista antingen helt eller som vanligast partiellt. Triggerpunkter ger smärta över baksida och knäveck.<br><br>M. Biceps femoris caput brevis:<br>Triggerpunkter ger smärtor och molvärk på lårets baksida.;
113;Mm. Adductores;<li>M. Pectineus</li><li>M. Adductor magnus</li><li>M. Adductor longus</li><li>M. Adductor brevis</li><li>M. Gracilis</li>;;;;;;;;;;
114;M. Pectineus;;art. Coxa.;Pecten ossis pubis.;Linea pectinea;Adduktion i art. Coxa. Flexion i art. Coxa. Utåtrotation i art. Coxa.;;;Tippar pelvis framåt. Ökar lordosen i ländryggen.;L2-L4 N. Femoralis och N. Obturatorius Pl. Lumbalis;inblandad vid ljumskbristningar då den är kortare än övriga adduktorer samt har en tvärare fiberriktning.;
115;M. Adductor magnus;;art. Coxa;Främre delen: Ramus inferior ossis pubis. Bakre delen: Ramus ossis ischii. Tuber ischiadicum;Linea aspera (labium mediale). Tuberculum adductorium.;Främre delen: Adduktion i art. Coxa. Flexion i art. Coxa. Utåtrotation i art. Coxa. Bakre delen: Adduktion i art. Coxa. Extension i art coxa. Inåtrotation i art. Coxa vid kraftig flexion i leden.;;;Främre delen: Tippar pelvis framåt. Ökar lordosen i ländryggen. Bakre delen: Tippar pelvis bakåt. Minskar lordosen i ländryggen.;Främre delen: L2-L4 N. Obturatorius Pl. Lumbalis. Bakre delen: L4-S1 N. Ischiadicus Pl. Sacralis.;Triggerpunkter ger smärtor mot lårets fram-/insida. Triggerpunkter nära ursprunget kan även ge djupa invärtes bäckensmärtor.;
116;M. Adductor longus;;art. Coxa.;Ramus superior ossis pubis medialt.;Linea aspera (labium mediale) mellersta 1/3;Adduktion i art. Coxa. Utåtrotation i art. Coxa. Flexion i art. Coxa.;;;Tippar pelvis framåt. Ökar lordosen i ländryggen.;L2-L4 N. Obturatorius Pl. Lumbalis.;drabbas oftare av muskelbristningar än andra i adduktorgruppen.;
117;M. Adductor brevis;;art. Coxa;Ramus inferior ossis pubis.;Linea aspera (labium mediale) proximala 1/3.;Adduktion i art. Coxa. Utåtrotation i art. Coxa. Flexion i art. Coxa.;;;Tippar pelvis framåt. Ökar lordosen i ländryggen.;L2-L4 N. Obturatorius Pl. Lumbalis.;Triggerpunkter i muskeln ger smärtor mot ljumsken och runt patella.;
118;M. Gracilis;;art. Genu. Art. Coxa.;Ramus inferior ossis pubis.;Facies medialis tibiae i höjd med tuberositas tibiae.;Adduktion i art. Coxa. Utåtrotation i art. Coxa. Flexion  art. Coxa. Flexion i art. Genu. Inåtrotation i art. Genu vid  flekterad led.;;;Tippar pelvis framåt. Ökar lordosen i ländryggen.;L2-L4 N. Obturatorius Pl. Lumbalis.;Triggerpunkter ger smärtor till lårets insida.;
119;M. Tibialis anterior;;;Proximalt facies lateralis tibiae. Membrana interossea cruris.;Os cuneiforme mediale. Basis ossis metatarsale 1.;Dorsalflexion i art. Talocruralis. Supination i art. Subtalares. Inåtrotation i art. Subtalares.;;;;L4-S1 N. Fibularis profundus Pl. Sacralis.;Triggerpunkter ger smärta över vristen och stortån.;
120;M. Extensor hallicus longus;;;Membrana interossea cruris. Corpus fibulae.;Aponeurosis dorsalis phalanx distalis digiti 1.;Dorsalflexion i art. Talocruralis. Supination i art. Subtalares. Inåtrotation i art. Subtalares (svag funtkion). Extension i MTP 1. Extension i IP 1.;;;;L4-S1 N. Fibularis profundus Pl. Sacralis.;Triggerpunkter ger smärtor över den dorsala sidan av stortån;
121;M. Extensor digitorum longus;;;Condylus lateralis tibiae. Membrana interossea cruris. Corpus fibulae.;Aponeurosis dorsalis digiti 2-5;Dorsalflexion i art. Talocruralis. Pronation i art. Subtalares. Utåtrotation i art. Subtalares. Extension i MTP 2-5. Extension i PIP 2-5. Extension i DIP 2-5.;;;;L4-S1 N. Fibularis profundus Pl. Sacralis.;Triggerpunkter ger smärta till fotens laterala dorsalsida.;
122;M. Fibularis longus / M. Peroneus longus;;;Caput fibulae. Proximalt corpus fibulae.;Os cuneiforme mediale. Basis ossis metatarsale 1.;Plantarflexion i art. Talocruralis. Pronation i art. Subtalares. Utåtrotation i art. Subtalares.;;;;L4-S1 N. Fibularis superficialis Pl. Sacralis.;Triggerpunkter ger smärta på lateralsidan av underbenet och runt laterala malleolen.;
123;M. Fibularis brevis / M. Peroneus brevis;;;Corpus fibulae;Tuberositas ossis metatarsale 5;Plantarflexion i art. Talocruralis. Pronation i art. Subtalares. Utåtrotation i art. Subtalares.;;;;L4-S1 N. Fibularis superficialis Pl. Sacralis.;Triggerpunkter ger smärtor över den laterala malleolen.;
124;M. Fibularis tertius;;;Distalt från M. Extensor digitorum longus.;Basis ossis metatarsale 5.;Dorsalflexion i art. Talocruralis. Pronation i art. Subtalares. Utåtrotation i art. Subtalares.;;;;L4-S1 N. Fibularis profundus Pl. Sacralis.;;
125;M. Tibialis posterior;;;Corpus tibiae. Corpus fibulae. Membrana interossea cruris.;Os naviculare. Os cuneiforme 1-3. Os cuboideum. Os metatarsale 2-4.;Plantarflexion i art. Talocruralis. Supination art. Subtalares. Inåtrotation art. Subtalares.;;;;L(4)5-S1 N. Tibialis Pl. Sacralis.;Triggerpunkter ger smärta till den plantara sidan av stortån.;
126;M. Flexor digitorum longus;;;Corpus tibiae.;Phalanx distalis digiti 2-5 plantart.;Plantarflexion i art. Talocruralis. Supination i art. Subtalares. Inåtrotation i art. Subtalares. Flexion i MTP 2-5. Flexion i PIP 2-5. Flexion i DIP 2-5.;;;;L5-S1(2) N. Tibialis Pl. Sacralis.;Triggerpunkter ger smärta över underbenets insida men framförallt över den laterala delen av hålfoten.;
127;M. Flexor hallucis longus;;;Corpus fibulae;Phalanx distalis digiti 1 (Hallux).;Plantarflexion i art. Talocruralis. Supination i art. Subtalares. Inåtrotation i art. Subtalares. Flexion i MTP 1. Flexion i DIP digiti 1 (hallux).;;;;L5-S2 N. Tibialis Pl. Sacralis.;Triggerpunkter ger smärta till stortåns undersida.;
128;M. Triceps surae;<li>M. Gastrocnemius</li><li>M. Soleus</li>;;;;;;;;;;
129;M. Gastrocnemius;<li>Caput mediale</li><li>Caput laterale</li>;Art. Genu. Art. Talocruralis.;Caput mediale:<br>Condylus medialis femoris superiort.<br><br>Caput laterale:<br>Condylus lateralis femoris superiort.;Tuber calcanei via tendo achilles;Plantarflexion i art. Talocruralis. Flexion i art. Genu. Supination i art. Subtalares.;;;;S1-S2 N. Tibialis Pl. Sacralis;Smärttillstånd i tendo achilles brukar tyvärr feldiagnostiseras som en inflammation. Korrekt term bör vara tendalgi eller tendinos då det efter ca 7-10 dagar efter smärtdebuten inte finns några inflammatoriska markörer i vävnaden.;
130;M. Soleus;;art. Talocruralis. Art. Subtalares.;Caput fibulae. Corpus fibulae posteriora ytan. Tibia facies posterior. Membrana interossea cruris.;Tuber calcanei via tendo achilles;Plantarflexion i art. Talocruralis. Supination i art. Subtalares.;;;;L5-S2 N. Tibialis Pl. Sacralis.;;
131;M. Plantaris;;;Condylus lateralis femoris.;Tuber calcaneii.;Flexion i art. Genu. Plantarflexion i art. Talocruralis. Supination i art. Subtalares (svag funktion). Inåtrotation i art. Subtalares (svag funktion).;;;;L4-S1(2) N. Tibialis Pl. Sacralis;Triggerpunkter ger smärta i knävecket och ned i vaden.;
132;M. Popliteus;;;Epicondylus lateralis femoris.;Proximalt facies posterior tibiae.;Flexion art. Genu. Inåtrotation av tibiae vid flekterad led. ;;;;L4-S1 N. Tibialis Pl. Sacralis.;Triggerpunkter ger smärta i knävecket.;
133;M. Extensor hallucis brevis;;;Calcaneus dorsalt;Phalanx proximalis digiti 1 (hallux).;Extention i MTP 1.;;;;S1-S2 Pl. Sacralis. N. Fibularis profundus;;
134;M. Extensor digitorum brevis;;;Calcaneus dorsalt lateralt.;Aponeurosis dorsalis digiti 2-4;Extention i MTP 2-4. Extention i PIP 2-4. Extention i DIP 2-4.;;;;S1-S2 Pl. Sacralis. N. Fibularis profundus;;
135;M. Flexor digitorum brevis;;;Tuber calcaneii. Aponeurosis plantaris.;Phalanx media digiti 2-5 plantart.;Flexion i MTP 2-5. Flexion i PIP 2-5. Flexion i DIP 2-5. Stöder det längsgående fotvalvet.;;;;S2-S3 Pl. Sacralis N. Plantaris medialis.;;
136;M. Flexor digiti minimi;;;Basis ossis metatarsale 5;Lateralt phalanx proximalis 5;Flexion i MTP 5.;;;;S2-S3 N. Plantaris lateralis.;;
137;M. Flexor hallucis brevis;;;Os cuboideum. Lig. Plantare longum.;Phalanx proximalis digiti 1 (hallux).;Flexion i MTP 1. Stödjer det tvärgående fotvalvet.;;;;S2-S3 Pl. Sacralis N. Plantaris medialis.;;
138;M. Abductor hallucis;;;Processus medialis tuberi calaneii.;Phalanx proximalis digiti 1 (hallux).;Abduktion i MTP 1. Flexion i MTP 1. Stödjer i MTP 1. Stödjer det längsgående fotvalvet.;;;;L5-S1 Pl. Sacralis N. Plantaris medialis.;;
139;M. Flexor digiti minimi brevis;;;Basis ossis metatarsale 5. Lig. Plantare longum.;Phalanx proximalis digiti 5;Flexion MTP 5.;;;;S1-S2 Pl. Sacralis N. Plantaris lateralis;;
140;M. Abductor digiti minimi;;;Calcaneus. Aponeurosis plantaris.;Phalanx proximalis digiti 5 lateralt.;Abduktion i MTP 5. Flexion i MTP 5. Flexion i PIP 5. Flexion i DIP 5.;;;;S2-S3 Pl. Sacralis n. plantaris lateralis;;
141;M. Opponens digiti minimi;;;Basis ossis metatarsalis 4.;Caput ossis metatarsalis 5;Flexion i MTP 5. Adduktion i MTP 5.;;;;N. Plantaris lateralis.;;
142;M. Adductor hallucis;<li>Caput transversum</li><li>Caput obliquum</li>;;Caput transversum:<br>Capsula articularis MTP 2-5.<br><br>Caput obliquum:<br>Ossa metatarsalia 2-4. Os cuneiforme 3. Os cuboideum.<br><br>;Phalanx proximalis digiti 1 (hallux).;Adduktion i MTP 1. Stödjer det längsgående fotvalvet. Stödjer det tvärgående fotvalvet.;;;;S2-S3 Pl. Sacralis N. Plantaris lateralis.;;
143;M. Quadratus plantae / M. flexor accessorius;;;calcaneus.;Tendo musculi flexor digitorum longus;Flexion i MTP 2-5. Flexion i PIP 2-5. Flexion i DIP 2-5. Stödjer det längsgående fotvalvet.;;;;S2-S3 Pl. Sacralis N. Plantaris lateralis.;;
144;Mm. Interosseii dorsales;;;Basis ossis metatarsalis 1-5.;Basis phalanx proximalis digiti 2-5.;Flexion i MTP 2-4.;;;;S1-S2 Pl. Sacralis N. Plantaris lateralis.;Musklerna är bipennata;
145;Mm. Interosseii plantares;;;Medialt basis ossis metatarsalis 3-5;Medialt basis ossis metatarsalis digiti 3-5;Adduktion i MTP 3-5. Flexion 3-5.;;;;S1-S2 Pl. Sacralis N. Plantaris lateralis.;Musklerna är unipennata;
146;Mm. Lumbricales;;;Tendo musculi flexor digitorum longus;Basis phalanx proximalis digiti 2-5.;Flexion i MTP 2-5. Flexion i PIP 2-5. Flexion i DIP 2-5. Adduktion i MTP 2-5.;;;;S2-S3 Pl. Sacralis N. Plantaris medialis/lateralis;;
